tweet_id,created_at,tweets,location,retweets,favorites,Hashtags,processed_tweet,tweet_sentiment
1580899466663538688,2022-10-14 12:32:59,"Finally connected to the DB.

Thanks to #DataFestAfrica2022 workshop

I’ve been on this for over a week guys https://t.co/it5mGDEVLq",Lagos Nigeria,0,1,#datafestafrica2022,finally connected db thanks workshop week guys,positive
1580897312226029568,2022-10-14 12:24:25,How Git works? #datafestafrica2022  #DFA22 https://t.co/1CuoqgZ8b6,AdoEkiti,0,0,#datafestafrica2022 #dfa22,git works,neutral
1580895739131023360,2022-10-14 12:18:10,"Live at Windhoek hall at #datafestafrica2022 #DFA22 learning about Git, GitHub and Version Control Systems https://t.co/kwXxLIeMOY",AdoEkiti,0,0,#datafestafrica2022 #dfa22,live windhoek git github version control systems,positive
1580895559400857600,2022-10-14 12:17:27,Put yourself out there. Be proud of what you do. #datafestafrica2022 #DFA22,AdoEkiti,0,0,#datafestafrica2022 #dfa22,put proud,positive
1580895533774012416,2022-10-14 12:17:21,"Live at Windhoek hall at #datafestafrica2022 #DFA22 learning about Git, GitHub and Version Control Systems https://t.co/QSKtudhm33",AdoEkiti,0,1,#datafestafrica2022 #dfa22,live windhoek git github version control systems,positive
1580889948626223104,2022-10-14 11:55:09,"The fact that i m driving and i ve still not gotten to #datafestafrica2022 is beyond me.
I dan turn back before i faint.
We go again tomorrow",Lagos Nigeria,0,0,#datafestafrica2022,fact driving still gotten beyond dan turn back faint go tomorrow,negative
1580889597747552256,2022-10-14 11:53:46,"Domain knowledge is the knowledge and understanding of a particular field. 
This is very much essential in knowing your onions. ~~ Sulaiman/Jania

#datafestafrica2022 #DataFest22 @Yinkaoke @TheDataEngrDuke",Lagos Nigeria,0,1,#datafestafrica2022 #datafest22,domain knowledge knowledge understanding particular field much essential knowing onions sulaimanjania,positive
1580889090253201408,2022-10-14 11:51:45,Time for workshops💃💃. Eager to learn Zero to Hero in PowerBi by @iamovie_ng #datafestafrica2022 #DFA22,Lagos,0,2,#datafestafrica2022 #dfa22,time workshops eager learn zero hero powerbi ng,neutral
1580889035920531457,2022-10-14 11:51:32,"Wahala for his birthday no fall for #DatafestAfrica2022 

Happy Birthday 🎉 @FrankFelixAI",Space,1,7,#datafestafrica2022,wahala birthday fall happy birthday,positive
1580886726217990150,2022-10-14 11:42:21,"Really loved the panel session, the fluency of the speakers, value was gained #datafestafrica2022",No location,0,0,#datafestafrica2022,really loved panel session fluency speakers value gained,positive
1580885335680040960,2022-10-14 11:36:50,"Data maturity isn’t a destination. It’s a journey.
#DataFestAfrica2022",Lagos Nigeria,0,0,#datafestafrica2022,maturity isnt destination journey,neutral
1580883532607819776,2022-10-14 11:29:40,Pair to Pair networking - Joining people who are going the same way you are going. Don’t just think about people who are really senior. #datafestafrica2022 #DFA22 https://t.co/0dSnFsNwYK,AdoEkiti,0,1,#datafestafrica2022 #dfa22,pair pair networking joining people going way going dont think people really senior,positive
1580883359839813632,2022-10-14 11:28:59,"Happening right now
#DataFestAfrica2022
@Yinkaoke https://t.co/KIqWBIYES8",Lagos Nigeria,0,0,#datafestafrica2022,happening right,positive
1580883211877781504,2022-10-14 11:28:23,Your LinkedIn Profile is your mini CV #datafestafrica2022 #DFA22,AdoEkiti,0,0,#datafestafrica2022 #dfa22,linkedin profile mini cv,neutral
1580883024283308033,2022-10-14 11:27:39,"Your profile can get you a phone through the door, but then you need to be highly professional. Be Professional. #datafestafrica2022 #DFA22 Panelist session",AdoEkiti,0,1,#datafestafrica2022 #dfa22,profile get phone door need highly professional professional panelist session,positive
1580882463093424128,2022-10-14 11:25:25,Trying to be a tech bro 😎 Live at #datafestafrica2022  #DFA22 https://t.co/jQZx9Ix7b0,AdoEkiti,0,4,#datafestafrica2022 #dfa22,trying tech bro live,positive
1580882035454857217,2022-10-14 11:23:43,Amazing session at #dfa2022 #datafestafrica2022 @TheDataEngrDuke https://t.co/Q2onPNeHZd,Lagos Nigeria,0,1,#dfa2022 #datafestafrica2022,amazing session,positive
1580881830101688321,2022-10-14 11:22:54,"#DataFestAfrica2022
Happening now

Pulled all strings to be here today… Whoooosh",Lagos Nigeria,0,0,#datafestafrica2022,happening pulled strings whoooosh,neutral
1580881684949479424,2022-10-14 11:22:19,"Domain knowledge is very important in any data field.
While learning data tools, take time to build domain knowledge. 
""Deriving insights from data is not useful if we don't know how to use the insight""

#DFA22 #datafestafrica2022",No location,1,3,#dfa22 #datafestafrica2022,domain knowledge important field tools take time build domain knowledge deriving insights useful dont know use insight,positive
1580881514388389890,2022-10-14 11:21:39,"#DataFestAfrica2022 is really exciting. I glad, I am here.",Nigeria,0,0,#datafestafrica2022,really exciting glad,positive
1580880713205047298,2022-10-14 11:18:28,Thanks to all the panelists for the beautiful session #DFA22 #datafestafrica2022 https://t.co/oaFURxkaTM,Lagos,0,6,#dfa22 #datafestafrica2022,thanks panelists beautiful session,positive
1580879582462607360,2022-10-14 11:13:58,"#datafestafrica2022
#DataFest
#DFA22  

We are here..😊, My pen refuses to write so na phone I dey use to jot
#Learnings
Get Interested In a Domain
Learn domain-focus courses
Ask domain-specific questions

Having Domain knowledge is as important as learning Technical knowledge. https://t.co/ggMcrDvDlM",IleIFE Nigeria,0,0,#datafestafrica2022 #datafest #dfa22 #learnings,pen refuses write na phone dey use jot learnings get interested domain learn domainfocus courses ask domainspecific questions domain knowledge important technical knowledge,positive
1580879537302167552,2022-10-14 11:13:47,"I am currently at #datafestafrica2022 and it’s been quite an interesting and learning experience. I learnt from *Dr Jania Okwechime* , how businesses extract value from data in other to compete favourably in the business world. My take home from her session is “Be Purple”",Universe,0,2,#datafestafrica2022,currently quite interesting experience learnt dr jania okwechime businesses extract value compete favourably business world take home session purple,positive
1580875340217724928,2022-10-14 10:57:07,"The panel session is really eye opening
#datafestafrica2022 #DF22
*Tip; *Everything about data is context; helping people to understand the context and profiling yourself in the simplest yet communicating details on what you do.",IleIFE Nigeria,1,4,#datafestafrica2022 #df22,panel session really eye opening df tip everything context helping people understand context profiling simplest yet communicating details,positive
1580874893310459905,2022-10-14 10:55:20,"Profile yourself like you are a top professional.
Write your profile like you are the one consuming it (explain clearly exactly what you do)
Choose a High income skill, Go for it (learning), the Job is waiting for you! - Tawo Ajayi

#datafestafrica2022 #DataFest22 #DataFest",Lagos Nigeria,0,0,#datafestafrica2022 #datafest22 #datafest,profile like top professional write profile like consuming explain clearly exactly choose high income skill go job waiting tawo ajayi,positive
1580873933443637249,2022-10-14 10:51:31,"Choose one skill that is important, build an high income skill, be professional and communicate what you know- Taiwo, Rowland #DFA22 #datafestafrica2022",Lagos,0,1,#dfa22 #datafestafrica2022,choose skill important build high income skill professional communicate know taiwo rowland,positive
1580873687489982464,2022-10-14 10:50:32,"Best conference I have been to in the last 3 years, big ups to the organizer’s #datafestafrica2022 https://t.co/wlpyOUtiwR",Lagos Nigeria,0,0,#datafestafrica2022,best conference last years big ups organizers,positive
1580872812344279040,2022-10-14 10:47:04,"#DataFest22 
#datafestafrica2022
#DFA22
Panel sessions on industry opportunities

Important soft skills for data professionals are:
Curiosity and communication.

You should be eager to have answer to the industry questions and know how to communicate your findings",IleIfe,3,9,#datafest22 #datafestafrica2022 #dfa22,panel sessions industry opportunities important soft skills professionals curiosity communication eager answer industry questions know communicate findings,positive
1580870846561730560,2022-10-14 10:39:15,"Live @DataFest'22 and I'm enjoying every bit of it😋💜

#DataEngrduke #datafestafrica2022 #DataFest @Yinkaoke #womenindata #unilag - at Main Auditorium https://t.co/k3XrQEMn94",Lagos Nigeria,1,9,#dataengrduke #datafestafrica2022 #datafest #womenindata #unilag,live enjoying every bit dataengrduke womenindata main auditorium,positive
1580870317769052160,2022-10-14 10:37:09,"Data is live
Live at #datafestafrica2022 #DFA22 https://t.co/RrZqcwPpez",Dataverse,3,13,#datafestafrica2022 #dfa22,live live,positive
1580868258181222400,2022-10-14 10:28:58,"Everything about Data is context - Taiwo Ajayi
#DFA22 
#DataFestAfrica2022 https://t.co/gGt6bNAwOy",Lagos Nigeria,3,38,#dfa22 #datafestafrica2022,everything context taiwo ajayi,neutral
1580868157354348544,2022-10-14 10:28:34,"So glad to be here for #datafestafrica2022. Got to hear @dbrownAnalyst speak on data culture and teams.  Been an amazing experience so far. Let's connect if you're here ✌

@Yinkaoke 
@OsasIts 
@kennytim01 
@Eze_anthony1 

#DFA22 
#datafestafrica2022 https://t.co/9xqDujd3oo",Onitsha Nigeria,1,2,#datafestafrica2022 #dfa22 #datafestafrica2022,glad got hear speak culture teams amazing experience far lets connect youre anthony datafestafrica022,positive
1580867977271857152,2022-10-14 10:27:51,Key word for me from the Panel Session Day 1: Consistency is key to building expertise in the tech space. #datafestafrica2022 #DFA22,Lagos,0,1,#datafestafrica2022 #dfa22,key word panel session consistency key building expertise tech space,neutral
1580866854025068545,2022-10-14 10:23:23,"It's just past 11am and I've learnt so much from DFA already.
One of the things I've picked is how important domain knowledge is. The technical skills are not just enough, it's also important to have an understanding of your interested domain.
@beejan99

#datafestafrica2022 https://t.co/WOUVfS2gUb",No location,0,3,#datafestafrica2022,past learnt much already things picked important domain knowledge technical skills enough also important understanding interested domain,positive
1580866742196129792,2022-10-14 10:22:57,"Live at #datafestafrica2022
#DFA22
Learning so much from the panelists and presenters https://t.co/Hd5SR5cPF6",Nigeria,0,7,#datafestafrica2022 #dfa22,live much panelists presenters,positive
1580866511979548672,2022-10-14 10:22:02,With @KennyUdeh #datafestafrica2022 #DFA22 @Yinkaoke @TheDataEngrDuke https://t.co/lbyIG0SD3E,Surulere lagos,2,21,#datafestafrica2022 #dfa22,,neutral
1580866044142362624,2022-10-14 10:20:10,"Know your Onions! Knowledge is key.
#DFA22 #datafestafrica2022
@TheDataEngrDuke https://t.co/7oFfjXXLCG",Lagos today America tomorrow,2,7,#dfa22 #datafestafrica2022,know onions knowledge key,neutral
1580866002820403200,2022-10-14 10:20:00,Domain knowledge is key in any data field #datafestafrica2022,No location,0,0,#datafestafrica2022,domain knowledge key field,neutral
1580865995539099648,2022-10-14 10:19:59,At #DFA22 with @OsasIts … it’s been fun and I’m looking forward to learn and of course connect with other data people #datafestafrica2022 https://t.co/OSwyM7BGF6,Akure Nigeria,0,5,#dfa22 #datafestafrica2022,fun looking forward learn course connect people,positive
1580865942409519106,2022-10-14 10:19:46,"The Language of customers in the world is consistency
#datafestafrica2022 #DFA22 @Yinkaoke https://t.co/qIcHcnNLfL",Lagos Nigeria,0,0,#datafestafrica2022 #dfa22,language customers world consistency,neutral
1580865585465810944,2022-10-14 10:18:21,Doing what I love and networking while at it 😋#DataEngrduke #datafestafrica2022 #DataFest @ladiesdotech @SheCodeAfrica #DFA22 @Yinkaoke #womenindata #unilag https://t.co/lMGwU7avXE,No location,1,22,#dataengrduke #datafestafrica2022 #datafest #dfa22 #womenindata #unilag,love networking dataengrduke womenindata,positive
1580865518470590464,2022-10-14 10:18:05,"This has been a wonderful experience...

#datafestafrica2022 #DFA22 https://t.co/dJ0mAXtrlo",Lagos,0,1,#datafestafrica2022 #dfa22,wonderful experience,positive
1580865412865982467,2022-10-14 10:17:40,"I’ve been an admirer @dbrownAnalyst of @dbctraining for a very long time and a die hard fan of his newsletters.

My key takeaway is “Don’t hoard data” &amp; the best is that @dbctraining is offering free training 

Learn more here: 
https://t.co/gDxvGp3TNG

#datafestafrica2022 #DFA22 https://t.co/4HZY3muAJT",Lagos,7,21,#datafestafrica2022 #dfa22,admirer long time die hard fan newsletters key takeaway dont hoard amp best offering free training learn,positive
1580865359162511360,2022-10-14 10:17:27,Really enjoyed  @dbrownAnalyst talk on Data Culture and teams #datafestafrica2022 https://t.co/M1yhRFUG5A,Victoria Island Nigeria,1,20,#datafestafrica2022,really enjoyed talk culture teams,positive
1580865323057545216,2022-10-14 10:17:18,Knowing your domain would enable you ask right questions in the right spaces #datafestafrica2022,Lagos Nigeria,0,0,#datafestafrica2022,knowing domain would enable ask right questions right spaces,positive
1580865305357606915,2022-10-14 10:17:14,Get domain knowledge while also building your skills. Knowing what insights to derive is more important than knowing how to derive insights. #DFA22 #datafestafrica2022 https://t.co/LtLM9No07u,Lagos,0,0,#dfa22 #datafestafrica2022,get domain knowledge also building skills knowing insights derive important knowing derive insights,positive
1580865217827082240,2022-10-14 10:16:53,Live at #datafestafrica2022 #DFA22 https://t.co/CKf6HlazEO,World,0,0,#datafestafrica2022 #dfa22,live,positive
1580865168971423746,2022-10-14 10:16:41,"Getting domain knowledge is as important being technical.
Domain knowledge makes you more valuable.
Wanting to derive insights is as important as knowing what insight to derive.

#DFA22
#datafestafrica2022

@Yinkaoke",No location,0,0,#dfa22 #datafestafrica2022,getting domain knowledge important technical domain knowledge makes valuable wanting derive insights important knowing insight derive,positive
1580865055260028928,2022-10-14 10:16:14,And we are finally here #DFA22 #datafestafrica2022 https://t.co/8nELADoIaC,Lagos,0,16,#dfa22 #datafestafrica2022,finally,neutral
1580864963777744896,2022-10-14 10:15:53,Quite unfortunate I can’t make #datafestafrica2022 😔,Nigeria ,0,0,#datafestafrica2022,quite unfortunate cant make,negative
1580864824669483008,2022-10-14 10:15:19,"Know your onions, Drive a culture of innovation, Follow your passion, Be purple!!!
#datafestafrica2022",No location,0,1,#datafestafrica2022,know onions drive culture innovation follow passion purple,neutral
1580864642766999552,2022-10-14 10:14:36,"Be an expert in a particular domain. -@beejan99

#datafestafrica2022",In Christ ,0,0,#datafestafrica2022,expert particular domain,positive
1580864637763219456,2022-10-14 10:14:35,"This is where we are..... Am learning and relearning new things😊

@funkeoke #datafestafrica2022 #DFA22 https://t.co/WxacHy5CS1",IleIFE Nigeria,0,5,#datafestafrica2022 #dfa22,relearning new things,positive
1580864600043495424,2022-10-14 10:14:26,"Be wholesome with Business skills (red) and Technical skills (blue)
Be Purple - Jania Okwechime

#datafestafrica2022 #DataFest22",Lagos Nigeria,0,0,#datafestafrica2022 #datafest22,wholesome business skills red technical skills blue purple jania okwechime,neutral
1580864594083389440,2022-10-14 10:14:24,"It's happening right now. 
#datafestafrica2022 
@DFA20222 
@Yinkaoke https://t.co/LOFVl9NbcH",Lagos Nigeria,0,3,#datafestafrica2022,happening right,positive
1580864536198119424,2022-10-14 10:14:11,"Thoroughly enjoyed Najeeb's session.
Particularly struck by this message
""Data is Business""

#DFA2022
#datafestafrica2022",Nigeria,0,1,#dfa2022 #datafestafrica2022,thoroughly enjoyed najeebs session particularly struck message business,positive
1580864449644462081,2022-10-14 10:13:50,Here I come #datafestafrica2022 #DFA22 https://t.co/kmVoWjxESx,Space,3,23,#datafestafrica2022 #dfa22,come,neutral
1580864356174028801,2022-10-14 10:13:28,"So far so good, all the speakers for #datafestafrica2022 have been amazing. From Jania to David to Najib. Amazing, lit 🔥🔥🔥🔥",No location,2,6,#datafestafrica2022,far good speakers amazing jania david najib amazing lit,positive
1580864253090664448,2022-10-14 10:13:03,"Leaning about the importance of domain knowledge with @Rita_tyna, @estherblaqq by Najeeb Sulaiman and How Data Cultures are built into teams by David Brown of  @dbctraining is absolutely a mind blowing experience.
#datafestafrica2022 #DataFest22 https://t.co/OqunFBYwDm",Lagos Nigeria,2,12,#datafestafrica2022 #datafest22,leaning importance domain knowledge tyna najeeb sulaiman cultures built teams david brown absolutely mind blowing experience,positive
1580863842774810624,2022-10-14 10:11:25,On transit to #datafestafrica2022 https://t.co/rj3UpbzZiw,Lagos,4,57,#datafestafrica2022,transit,neutral
1580863818934407174,2022-10-14 10:11:20,"I enjoyed the @dbrownAnalyst  session
My take home is to learn where anything comes from

If you are a participant, you need to come to enjoy all these knowledge 

@Yinkaoke @TheDataEngrDuke 
#datafestafrica2022 
#DFA2022",No location,0,0,#datafestafrica2022 #dfa2022,enjoyed session take home learn anything comes participant need come enjoy knowledge,positive
1580863579250565120,2022-10-14 10:10:22,"Live at  #datafestafrica2022 
The sessions are already mind blowing https://t.co/LD4qvGmwr1",Lagos Nigeria,0,0,#datafestafrica2022,live sessions already mind blowing,positive
1580863194419318784,2022-10-14 10:08:51,"Never stop thinking
- David Brown

#datafestafrica2022 https://t.co/VMS5MNzvw7",Lagos Nigeria,0,0,#datafestafrica2022,never stop thinking david brown,neutral
1580862716754874369,2022-10-14 10:06:57,"#datafestafrica2022 
Things I’m learning 😁
Domain knowledge helps a data user creates solutions on their work.

@Yinkaoke",Lagos Nigeria,3,4,#datafestafrica2022,things domain knowledge helps user creates solutions work,neutral
1580862190080299008,2022-10-14 10:04:51,"Every customer in the world wants consistency. @dbrownAnalyst 
#datafestafrica2022",Evolving ,0,0,#datafestafrica2022,every customer world wants consistency,positive
1580862028415016961,2022-10-14 10:04:13,"You have to be consistent in whatever you do because that is what will define what your standard.
Think right, act right and ask questions
Know the source of whatever you want to learn before going into it as that will give you more insight.
@Yinkaoke 
#datafestafrica2022 
#DFA22 https://t.co/9TUOH9DLtZ",Ede Nigeria,2,13,#datafestafrica2022 #dfa22,consistent whatever define standard think right act right ask questions know source whatever want learn going give insight,positive
1580861965895098370,2022-10-14 10:03:58,"Live at  datafest in lagos 
Learning is going on 

consistency  is one of the key yo use to make decisions 
@dbrownpro
@dbrownAnalyst
#datafestafrica2022 https://t.co/PVmjZs6Reh",No location,0,0,#datafestafrica2022,live going consistency key yo use make decisions,positive
1580861957007347712,2022-10-14 10:03:56,"#DataFestAfrica2022 

Learnt about the importance of consistency in decision making, roles of the Data Team in an organization from the session by DBrown and yes there’s an opportunity for a bootcamp! 💃🏻
This is me and @Bambam__xo at #DFA22 

@TheDataEngrDuke @DavidAbu_ https://t.co/FgF7B9J3hE",In your mind ,2,7,#datafestafrica2022 #dfa22,learnt importance consistency decision making roles team organization session dbrown theres opportunity bootcamp xo,neutral
1580861900757213184,2022-10-14 10:03:42,"It has been an awesome experience so far.

As a Data Scientist/Analyst, knowing your onions is important because knowledge is key to any solution.

More to come....

@TheDataEngrDuke
#datafestafrica2022 https://t.co/6LMRJtRrYg",Lagos Nigeria,0,6,#datafestafrica2022,awesome experience far scientistanalyst knowing onions important knowledge key solution come,positive
1580861034071740416,2022-10-14 10:00:16,Streaming since I don’t have ticket #datafestafrica2022 https://t.co/mg9hgYNVC1,Lagos Nigeria,0,0,#datafestafrica2022,streaming since dont ticket,neutral
1580860625021898754,2022-10-14 09:58:38,"This is the best data gathering ever
@Yinkaoke
#datafestafrica2022 https://t.co/z3uUmBdad9",Lagos Nigeria,2,5,#datafestafrica2022,best gathering ever,positive
1580860012377026560,2022-10-14 09:56:12,"Live streaming #datafestafrica2022 . 
Unfortunately, deliverables trump my desire to be here physically. https://t.co/BWUuWxMX1I",Any  everywhere Joy  Love is,0,0,#datafestafrica2022,live streaming unfortunately deliverables trump desire physically,negative
1580859334103212032,2022-10-14 09:53:30,"A data driven culture is one that utilize data to enhance their team’s instinct and not replace them! - David Brown

#DataFest22 #datafestafrica2022 #DataFest",Lagos Nigeria,0,2,#datafest22 #datafestafrica2022 #datafest,driven culture utilize enhance teams instinct replace david brown,neutral
1580859193975746560,2022-10-14 09:52:57,My location 😊 #datafestafrica2022 #DFA22 https://t.co/ZaSH4Szzga,Nigeria,0,5,#datafestafrica2022 #dfa22,location,neutral
1580852751525097475,2022-10-14 09:27:21,"Know your onions, be purple
Keep learning, balanced knowledge between technical skills and business
#datafestafrica2022",Lagos Nigeria,0,0,#datafestafrica2022,know onions purple keep balanced knowledge technical skills business,neutral
1580846615124152320,2022-10-14 09:02:58,"Outside is full of data professionals. Made new acquaintances already.

...exploring the world of data
#datafestafrica2022
#dfa https://t.co/58T30sy1Hk",Osun Nigeria,4,25,#datafestafrica2022 #dfa,outside full professionals made new acquaintances already exploring world,positive
1580844805931737089,2022-10-14 08:55:47,If you see this fine girl at #datafestafrica2022 greet her for me. https://t.co/mTz2H60E5B,Nigeria,0,1,#datafestafrica2022,see fine girl greet,positive
1580840940113395712,2022-10-14 08:40:25,"Nice👏

#DataFestAfrica2022 #DFA22 https://t.co/S7kLC8FmZt",Anywhere Peaceful,0,1,#datafestafrica2022 #dfa22,nice,positive
1580836312755884033,2022-10-14 08:22:02,"#datafestafrica2022 
With a neighbor @rashydlawal https://t.co/vYvK9wrGUj",Lagos Nigeria,1,7,#datafestafrica2022,neighbor,neutral
1580834993760505856,2022-10-14 08:16:47,Imagine spending your birthday in the bus instead of at the event🥹 luckily though we got to meet😁. See you when you get here. Awa brt don dey move🥹 #DFA22 #datafestafrica2022 https://t.co/pAmdYLSyLB,Lagos,0,1,#dfa22 #datafestafrica2022,imagine spending birthday bus instead event luckily though got meet see get awa brt dey move,positive
1580816101629272064,2022-10-14 07:01:43,"Well Well Well, #DFA22 #datafestafrica2022 🤭 https://t.co/x3IhLVKUty",Lagos Nigeria,0,0,#dfa22 #datafestafrica2022,well well well,neutral
1580805526744887296,2022-10-14 06:19:42,"#DataFestAfrica2022 = Data Festival in Africa 🌍 
The wait is over.
The day of harvest is finally here.
The labour of the organiser's will not be in vain. https://t.co/7twSD6YL3s",Lagos Nigeria,4,15,#datafestafrica2022,festival africa wait harvest finally labour organisers vain,neutral
1580794563798568960,2022-10-14 05:36:08,A great day to #datafestafrica2022,Anywhere,0,0,#datafestafrica2022,great,positive
1580792502252367872,2022-10-14 05:27:56,"All road leads to  #datafestafrica2022 . Will be happy to meet u all databenders ❤
 #DFA22",Lagos Nigeria,1,2,#datafestafrica2022 #dfa22,road leads happy meet databenders,positive
1580780171363508224,2022-10-14 04:38:56,"My goals for #Datafestafrica2022 are simple:
- Network
- Meet some of my data friends for the first time
- Get as many Swaggggggggsssss as possible.

On God🤲🏼 https://t.co/GpCXwBjdu3",Nigeria,1,1,#datafestafrica2022,goals simple network meet friends first time get many swaggggggggsssss possible god,positive
1580742337843834880,2022-10-14 02:08:36,"#datafestafrica2022 #DFA22
Don't miss it.",Lagos Nigeria,0,0,#datafestafrica2022 #dfa22,dont,neutral
1580545180846804992,2022-10-13 13:05:10,"See you all at the event 💃
#Datafestafrica2022 https://t.co/1N6HkbD02m",Lagos,7,43,#datafestafrica2022,see event,neutral
1580543505008427008,2022-10-13 12:58:31,"I hereby shoot my shot publicly for some clothes #datafestafrica2022 I hope I will be considered
will love to get Power platform clothe from @TheOyinbooke , Power BI clothe from @DavidAbu_  Foresight Bi T-shirt from @AhmedOyelowo  , KNIME clothe from @TheMaryamO .
S or M size.",Lagos Nigeria,0,5,#datafestafrica2022,hereby shoot shot publicly clothes hope considered love get platform clothe clothe foresight tshirt knime clothe size,positive
1578834307090878464,2022-10-08 19:46:46,"If #DataFestAfrica2022 show you shege, kindly listen to any of @BrymOlawale song tonight.

#SIGMA",Space,0,1,#datafestafrica2022 #sigma,show shege kindly listen song tonight sigma,positive
1578409972223934466,2022-10-07 15:40:37,"Well, this PowerBI thingy sha. We'll try our best tomorrow... #datafestafrica2022 https://t.co/z1LW0SoFIK",Olympus,0,3,#datafestafrica2022,well powerbi thingy sha well try best tomorrow,positive
1578335340867489792,2022-10-07 10:44:03,"What is this ?
1.0 😂😂😂
There are hackathons and there is #datafestafrica2022 hackathon 🔥🔥.

It's their chill for me, Last code: 1d, and they left it while everybody kept struggling 😂 https://t.co/HkdBHkx9AI",githubcomowos,0,5,#datafestafrica2022,hackathons hackathon 's chill last code left everybody kept struggling,neutral
1578331296136192000,2022-10-07 10:27:59,The fact that my NYSC clearance is taking so much time that i can hardly get my hands on PowerBi is annoying 💔💔💔 #DataFestAfrica2022,Lagos Nigeria,0,1,#datafestafrica2022,fact nysc clearance taking much time hardly get hands powerbi annoying,negative
1578304560178679813,2022-10-07 08:41:45,"Booked my commute with shuttlers already. Definitely not missing
 #datafestafrica2022 https://t.co/vo5EzCoQCV",No location,0,1,#datafestafrica2022,booked commute shuttlers already definitely missing,negative
1578197425239777280,2022-10-07 01:36:02,"How can I be a power BI guru in 12 hours?🥺🥺🥺
#DataFestAfrica2022",Ibadan Nigeria,1,40,#datafestafrica2022,guru hours,neutral
1581009192906678272,2022-10-14 19:48:59,"Got in later than I would have loved, still, the final panel session for today was awesome.

The sparring between the 2 engineers also made for great infotainment.

Day 2, let's get it!!!!

#DATAFEST2022 #DFA22 https://t.co/cFn0ghWhLU",Nigeria,0,0,#datafest2022 #dfa22,got later would loved still final panel session awesome sparring engineers also made great infotainment lets get,positive
1581002374985834496,2022-10-14 19:21:54,"A gathering of future stars!🌟. From the speakers, panelists, hosts, and attendees, all set of great minds!😍.What an enlightening sessions! The workshops are my favorite part 😇. Glad to be here, looking forward to an even more eventful day tomorrow 💃🏽🤸🏽‍♀️.
#DATAFEST2022 #DFA22 https://t.co/tfYOP6Tpl1",Lagos Nigeria,0,1,#datafest2022 #dfa22,gathering future stars speakers panelists hosts attendees set great mindswhat enlightening sessions workshops favorite part glad looking forward even eventful tomorrow,positive
1580952018201759744,2022-10-14 16:01:48,"For every data initiative,it has to solve a business problem. #DFA22 @Yinkaoke",Nigeria,0,0,#dfa22,every initiativeit solve business problem,neutral
1580944038374805506,2022-10-14 15:30:05,"Be a PURPLE person; a combination of both technical skills and business skills 
#DFA22 #DataFest22",Lagos Nigeria,0,2,#dfa22 #datafest22,purple person combination technical skills business skills,neutral
1580915976266125312,2022-10-14 13:38:35,Here at #DFA22 https://t.co/YoPDzrYFjW,No location,2,3,#dfa22,,neutral
1580896258776248321,2022-10-14 12:20:14,"Domain Knowledge is the knowledge and understanding of a particular field

#DFA22",No location,0,0,#dfa22,domain knowledge knowledge understanding particular field,positive
1580876500999421957,2022-10-14 11:01:43,"#DataFest22
#DFA22 
#DataAnalytics 
******** Impacting  Panel session ************
Important Soft Skills That You Need To Earn A Role
* Curiosity and Communication Skill

Core Skill That You Need To Earn A Role
* SQL,R and Python",IleIFE Nigeria,0,0,#datafest22 #dfa22 #dataanalytics,dataanalytics impacting panel session important soft skills need earn role curiosity communication skill core skill need earn role,positive
1580868400850808834,2022-10-14 10:29:32,"Be Purple
Be Consistent
Have an understanding of a Domain(Domain Knowledge)

#DFA22 #DataFest22",Oshodi Lagos Nigeria ,0,0,#dfa22 #datafest22,purple consistent understanding domaindomain knowledge,positive
1580868007781629953,2022-10-14 10:27:58,"With @ibrahim_mle @ #DFA22

@dbctraining @DavidAbu_ @Yinkaoke https://t.co/UixX8oymHV",Nigeria,0,2,#dfa22,mle,neutral
1580865999544680449,2022-10-14 10:20:00,"Currently at #DFA22, Dr Jania Okwechime keynote was awesome, key takeaways: know your onions, knowledge is key, drive a culture of innovation, follow your passion and finally be purple(understand the business problem and have the right technical skills) @TheDataEngrDuke @Yinkaoke https://t.co/aIucvolBzS",No location,2,12,#dfa22,currently dr jania okwechime keynote awesome key takeaways know onions knowledge key drive culture innovation follow passion finally purpleunderstand business problem right technical skills,positive
1580864295726120960,2022-10-14 10:13:13,"#datafestafric22 #DFA22 

Data science is a science as well as an art #jania",No location,0,3,#datafestafric22 #dfa22 #jania,datafestafric science science well art jania,neutral
1580860700418678784,2022-10-14 09:58:56,Won a mifi already. Told you guys I'm here for all the gifts 😩 #datafestafric22 #DFA22,Lagos Nigeria,6,135,#datafestafric22 #dfa22,mifi already told guys gifts datafestafric,neutral
1580850013378256897,2022-10-14 09:16:28,DataGirl🤩🥳 is live at #DFA22 https://t.co/xkyotjEwHA,No location,0,1,#dfa22,datagirl live,positive
1580841613831467009,2022-10-14 08:43:06,I'm around o #datafest2022 #DFA22,Lagos Nigeria,0,5,#datafest2022 #dfa22,around,neutral
1580840207947268096,2022-10-14 08:37:30,Who’s here? #DFA22,Lagos Nigeria,1,8,#dfa22,whos,neutral
1580836352069087232,2022-10-14 08:22:11,Live at #DFA22 https://t.co/5JVsOQ1eOv,Lagos,1,12,#dfa22,live,positive
1580828397693210630,2022-10-14 07:50:35,"I’m looking closely at #DFA22
One day it will be in Cameroon✨",No location,0,1,#dfa22,looking closely cameroon,neutral
